"subsidiary_name";"geounit_name";"position_code";"aggregated_building_direction"
Московский;Спящая Москва Восток;25077000132;GC/Рефарминг 900
Московский;Спящая Москва Юг;25077000141;GC/Рефарминг 900
Санкт-Петербургский;Пролетарский Питер Восток;25078103388;GC/Рефарминг 2100
Московский;Московская агломерация;25077004760;GC/Рефарминг 900
Московский;Московская обл_RuR_Восток;25077004761;GC/Рефарминг 900
Московский;Спящая Москва Юг;25077000147;GC/Рефарминг 900
Московский;Московская обл_RuR_Восток;25077004762;GC/Рефарминг 900
Московский;Спящая Москва Север;25077000075;GC/Рефарминг 900
Московский;Спящая Москва Запад;25077000164;GC/Рефарминг 900
Московский;Спящая Москва Север;25077000169;GC/Рефарминг 900
Кемеровский;Кемеровская область_RuR;25042105750;GC/Рефарминг 2100
Московский;г.Балашиха;25077000481;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000920;GC/Рефарминг 900
Московский;Московская агломерация;25077000479;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000922;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000923;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000925;GC/Рефарминг 900
Московский;г.Щербинка;25077004683;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000926;GC/Рефарминг 900
Московский;Московская обл_RuR_Юг;25077000756;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000927;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000928;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000929;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000930;GC/Рефарминг 900
Московский;г.Пушкино;25050138201;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000931;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000932;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000935;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000936;GC/Рефарминг 900
Московский;Старая Москва;25077004158;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000938;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000939;GC/Рефарминг 900
Московский;Московская обл_RuR_Восток;25077000940;GC/Рефарминг 900
Московский;Московская обл_RuR_Восток;25077000941;GC/Рефарминг 900
Московский;Московская обл_RuR_Юг;25077000944;GC/Рефарминг 900
Московский;Московская обл_RuR_Юг;25077000945;GC/Рефарминг 900
Московский;Спящая Москва Запад;25077139574;GC/Рефарминг 900
Московский;Московская обл_RuR_Восток;25077000946;GC/Рефарминг 900
Московский;Московская обл_RuR_Восток;25077000948;GC/Рефарминг 900
Московский;Московская обл_RuR_Восток;25077000949;GC/Рефарминг 900
Московский;Московская обл_RuR_Юг;25077000950;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000951;GC/Рефарминг 900
Московский;Московская обл_RuR_Восток;25077000956;GC/Рефарминг 900
Московский;Московская обл_RuR_Восток;25077000957;GC/Рефарминг 900
Московский;Московская обл_RuR_Юг;25077000958;GC/Рефарминг 900
Московский;Московская обл_RuR_Юг;25077000959;GC/Рефарминг 900
Московский;Московская обл_RuR_Юг;25077000960;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000961;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000962;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000963;GC/Рефарминг 900
Московский;Спящая Москва Север;25077000176;GC/Рефарминг 900
Московский;Старая Москва;25077000181;GC/Рефарминг 900
Московский;Старая Москва;25077000188;GC/Рефарминг 900
Московский;Деловая Москва;25077000189;GC/Рефарминг 900
Московский;Старая Москва;25077000190;GC/Рефарминг 900
Московский;Спящая Москва Запад;25077000192;GC/Рефарминг 900
Санкт-Петербургский;Курортный район;25078124514;GC/Рефарминг 2100
Московский;Старая Москва;25077004142;GC/Рефарминг 900
Московский;Спящая Москва Запад;25077000194;GC/Рефарминг 900
Московский;Спящая Москва Юг;25077000195;GC/Рефарминг 900
Московский;Спящая Москва Юг;25077000240;GC/Рефарминг 900
Московский;Спящая Москва Юг;25077004143;GC/Рефарминг 900
Московский;Деловая Москва;25077000303;GC/Рефарминг 900
Московский;Спящая Москва Юг;25077000319;GC/Рефарминг 900
Московский;Деловая Москва;25077000330;GC/Рефарминг 900
Московский;Деловая Москва;25077000330;GC/Рефарминг 900
Московский;Деловая Москва;25077000335;GC/Рефарминг 900
Московский;Спящая Москва Юг;25077000654;GC/Рефарминг 900
Московский;Старая Москва;25077000215;GC/Рефарминг 900
Московский;Старая Москва;25077000091;GC/Рефарминг 900
Московский;Спящая Москва Юг;25077000052;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000607;GC/Рефарминг 900
Московский;г.Химки;25077000643;GC/Рефарминг 900
Московский;г.Химки;25077000533;GC/Рефарминг 900
Московский;Московская агломерация;25077000742;GC/Рефарминг 900
Московский;Спящая Москва Север;25077000061;GC/Рефарминг 900
Московский;Московская обл_RuR_Восток;25077000875;GC/Рефарминг 900
Московский;Спящая Москва Юг;25077004146;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000783;GC/Рефарминг 900
Московский;Московская обл_RuR_Восток;25077000754;GC/Рефарминг 900
Московский;Московская агломерация;25077000719;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000784;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000738;GC/Рефарминг 900
Московский;г.Клин;25077000851;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000761;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000762;GC/Рефарминг 900
Московский;Московская агломерация;25077000703;GC/Рефарминг 900
Московский;Московская агломерация;25077000825;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054044801;GC/Рефарминг 2100
Московский;Спящая Москва Север;25077000022;GC/Рефарминг 900
Московский;Московская агломерация;25077000712;GC/Рефарминг 900
Московский;г.Клин;25077000503;GC/Рефарминг 900
Московский;Московская обл_RuR_Восток;25077000732;GC/Рефарминг 900
Московский;Московская агломерация;25077000741;GC/Рефарминг 900
Московский;Московская агломерация;25077004522;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000739;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054044803;GC/Рефарминг 2100
Московский;Спящая Москва Запад;25077139583;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000740;GC/Рефарминг 900
Московский;VIP Запад;25077000811;GC/Рефарминг 900
Московский;Спящая Москва Запад;25077004148;GC/Рефарминг 900
Московский;Спящая Москва Восток;25077000217;GC/Рефарминг 900
Московский;г.Балашиха;25077000447;GC/Рефарминг 900
Московский;VIP Запад;25077000291;GC/Рефарминг 900
Московский;Спящая Москва Север;25077000211;GC/Рефарминг 900
Московский;Спящая Москва Север;25077004150;GC/Рефарминг 900
Московский;Деловая Москва;25077004151;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054044804;GC/Рефарминг 2100
Московский;г.Кубинка;25077000506;GC/Рефарминг 900
Московский;Спящая Москва Север;25077000388;GC/Рефарминг 900
Московский;Спящая Москва Север;25077000249;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054044805;GC/Рефарминг 2100
Санкт-Петербургский;С.Петербург_метро;25078124520;GC/Рефарминг 2100
Санкт-Петербургский;С.Петербург_метро;25078124521;GC/Рефарминг 2100
Московский;г.Чехов;25077000507;GC/Рефарминг 900
Московский;г.Павловский Посад;25077000510;GC/Рефарминг 900
Новосибирский;г.Бердск+Искитим;25054044806;GC/Рефарминг 2100
Московский;Старая Москва;25077007662;GC/Рефарминг 900
Санкт-Петербургский;С.Петербург_метро;25078124522;GC/Рефарминг 2100
Санкт-Петербургский;С.Петербург_метро;25078124523;GC/Рефарминг 2100
Московский;Московская агломерация;25077000313;GC/Рефарминг 900
Московский;Московская агломерация;25077000277;GC/Рефарминг 900
Московский;Московская агломерация;25077000456;GC/Рефарминг 900
Московский;Московская агломерация;25077000640;GC/Рефарминг 900
Московский;Московская агломерация;25077000656;GC/Рефарминг 900
Московский;г.Воскресенск;25077000511;GC/Рефарминг 900
Московский;Спящая Москва Запад;25077000372;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054044808;GC/Рефарминг 2100
Санкт-Петербургский;С.Петербург_метро;25078124525;GC/Рефарминг 2100
Новосибирский;г.Новосибирск;25054044809;GC/Рефарминг 2100
Московский;г.Видное;25077000283;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000658;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000660;GC/Рефарминг 900
Московский;Спящая Москва Восток;25077100102;GC/Рефарминг 900
Московский;Московская обл_RuR_Юг;25077000661;GC/Рефарминг 900
Московский;Московская обл_RuR_Юг;25077000662;GC/Рефарминг 900
Московский;г.Наро-Фоминск;25077000512;GC/Рефарминг 900
Московский;Спящая Москва Юг;25077000363;GC/Рефарминг 900
Московский;Московская обл_RuR_Юг;25077000529;GC/Рефарминг 900
Московский;Московская агломерация;25077000665;GC/Рефарминг 900
Московский;Московская агломерация;25077000801;GC/Рефарминг 900
Московский;Спящая Москва Север;25077000380;GC/Рефарминг 900
Московский;Спящая Москва Север;25077000258;GC/Рефарминг 900
Московский;рп.Тучково;25077000513;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000514;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054044812;GC/Рефарминг 2100
Московский;г.Балашиха;25077000274;GC/Рефарминг 900
Московский;VIP Запад;25077000407;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054044813;GC/Рефарминг 2100
Московский;Московская агломерация;25077000806;GC/Рефарминг 900
Московский;VIP Запад;25077000807;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054044814;GC/Рефарминг 2100
Московский;Московская обл_RuR_Восток;25077000452;GC/Рефарминг 900
Московский;Московская агломерация;25077000301;GC/Рефарминг 900
Московский;Спящая Москва Юг;25077000420;GC/Рефарминг 900
Московский;Московская агломерация;25077000818;GC/Рефарминг 900
Московский;Московская агломерация;25077000821;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054044815;GC/Рефарминг 2100
Московский;Московская обл_RuR_Запад;25077000515;GC/Рефарминг 900
Московский;Деловая Москва;25077000436;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054044816;GC/Рефарминг 2100
Московский;г.Домодедово;25077000282;GC/Рефарминг 900
Московский;г.Домодедово;25077000316;GC/Рефарминг 900
Московский;г.Егорьевск;25077000521;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000829;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000831;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000835;GC/Рефарминг 900
Новосибирский;г.Куйбышев+Барабинск;25054044818;GC/Рефарминг 2100
Московский;Московская обл_RuR_Запад;25077000836;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000838;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000839;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000516;GC/Рефарминг 900
Московский;г.Дмитров+Яхрома;25077000517;GC/Рефарминг 900
Московский;г.Серпухов+Протвино;25077000519;GC/Рефарминг 900
Московский;VIP Запад;25077000320;GC/Рефарминг 900
Новосибирский;Новосибирская область_RuR;25054044819;GC/Рефарминг 2100
Московский;г.Жуковский;25077000278;GC/Рефарминг 900
Новосибирский;Новосибирская область_RuR;25054044820;GC/Рефарминг 2100
Московский;г.Электросталь;25077004637;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077004640;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000842;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000843;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000844;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000846;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000847;GC/Рефарминг 900
Новосибирский;Новосибирская область_RuR;25054044821;GC/Рефарминг 2100
Московский;г.Коломна;25077000520;GC/Рефарминг 900
Московский;VIP Запад;25077004651;GC/Рефарминг 900
Московский;Московская обл_RuR_Юг;25077004652;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054044824;GC/Рефарминг 2100
Московский;г.Ивантеевка;25077000446;GC/Рефарминг 900
Московский;Спящая Москва Восток;25077000405;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000327;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000850;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000852;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000830;GC/Рефарминг 900
Московский;г.Московский;25077004656;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077004660;GC/Рефарминг 900
Московский;г.Истра;25077000299;GC/Рефарминг 900
Московский;Старая Москва;25077000122;GC/Рефарминг 900
Московский;г.Королёв;25077000444;GC/Рефарминг 900
Московский;г.Королёв;25077000270;GC/Рефарминг 900
Московский;Московская агломерация;25077000318;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054044828;GC/Рефарминг 2100
Московский;Московская обл_RuR_Юг;25077000863;GC/Рефарминг 900
Московский;Московская обл_RuR_Юг;25077000864;GC/Рефарминг 900
Московский;Московская обл_RuR_Восток;25077000873;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054044829;GC/Рефарминг 2100
Московский;Московская обл_RuR_Восток;25077000522;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054044832;GC/Рефарминг 2100
Московский;Деловая Москва;25077000600;GC/Рефарминг 900
Московский;Спящая Москва Юг;25077000221;GC/Рефарминг 900
Московский;Московская агломерация;25077000886;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054044833;GC/Рефарминг 2100
Московский;г.Железнодорожный;25077000892;GC/Рефарминг 900
Московский;Московская агломерация;25077000893;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000894;GC/Рефарминг 900
Московский;г.Одинцово;25077004671;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054044835;GC/Рефарминг 2100
Московский;г.Балашиха;25077000822;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054044836;GC/Рефарминг 2100
Московский;Московская агломерация;25077000475;GC/Рефарминг 900
Московский;г.Красногорск;25077000493;GC/Рефарминг 900
Московский;г.Красногорск;25077000493;GC/Рефарминг 900
Московский;г.Красногорск;25077000493;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000895;GC/Рефарминг 900
Московский;г.Раменское;25077000603;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054044837;GC/Рефарминг 2100
Московский;Спящая Москва Север;25077000248;GC/Рефарминг 900
Московский;г.Лобня;25077004549;GC/Рефарминг 900
Московский;г.Лобня;25077000326;GC/Рефарминг 900
Московский;г.Лобня;25077000419;GC/Рефарминг 900
Московский;г.Раменское;25077004673;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054044842;GC/Рефарминг 2100
Московский;Спящая Москва Запад;25077000246;GC/Рефарминг 900
Московский;г.Люберцы;25077000261;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054044843;GC/Рефарминг 2100
Московский;Московская обл_RuR_Юг;25077000528;GC/Рефарминг 900
Московский;г.Лобня;25077004674;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054044845;GC/Рефарминг 2100
Московский;Московская агломерация;25077000276;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054044846;GC/Рефарминг 2100
Московский;г.Железнодорожный;25077004578;GC/Рефарминг 900
Московский;Спящая Москва Запад;25077000680;GC/Рефарминг 900
Московский;Московская агломерация;25077000308;GC/Рефарминг 900
Московский;Деловая Москва;25077000402;GC/Рефарминг 900
Московский;Спящая Москва Запад;25077000074;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054044848;GC/Рефарминг 2100
Московский;г.Подольск;25077004675;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054103921;GC/Рефарминг 2100
Новосибирский;г.Новосибирск;25054044849;GC/Рефарминг 2100
Московский;г.Ступино+Кашира+Ожерелье;25077004676;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054103922;GC/Рефарминг 2100
Новосибирский;г.Новосибирск;25054044850;GC/Рефарминг 2100
Московский;Московская обл_RuR_Запад;25077000545;GC/Рефарминг 900
Московский;Московская обл_RuR_Восток;25077000546;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054044852;GC/Рефарминг 2100
Московский;Спящая Москва Юг;25077000117;GC/Рефарминг 900
Московский;Деловая Москва;25077000338;GC/Рефарминг 900
Московский;Московская агломерация;25077004677;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054103923;GC/Рефарминг 2100
Московский;Спящая Москва Юг;25077000113;GC/Рефарминг 900
Московский;Московская обл_RuR_Восток;25077000547;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054044853;GC/Рефарминг 2100
Московский;Московская обл_RuR_Восток;25077004678;GC/Рефарминг 900
Московский;г.Домодедово;25077004679;GC/Рефарминг 900
Московский;Спящая Москва Запад;25077000239;GC/Рефарминг 900
Барнаульский;г.Барнаул;25022103825;GC/Рефарминг 900
Московский;Московская обл_RuR_Юг;25077000548;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000549;GC/Рефарминг 900
Московский;Спящая Москва Запад;25077000540;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054044854;GC/Рефарминг 2100
Московский;Деловая Москва;25077000152;GC/Рефарминг 900
Московский;Старая Москва;25077000412;GC/Рефарминг 900
Московский;Московская агломерация;25077004680;GC/Рефарминг 900
Московский;Спящая Москва Запад;25077000340;GC/Рефарминг 900
Московский;г.Одинцово;25077000483;GC/Рефарминг 900
Московский;Спящая Москва Север;25077000542;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000551;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000298;GC/Рефарминг 900
Московский;Спящая Москва Север;25077000394;GC/Рефарминг 900
Московский;Спящая Москва Юг;25077000416;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054044855;GC/Рефарминг 2100
Московский;г.Подольск;25077000281;GC/Рефарминг 900
Московский;г.Подольск;25077000328;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000552;GC/Рефарминг 900
Московский;Спящая Москва Север;25077000040;GC/Рефарминг 900
Московский;г.Дмитров+Яхрома;25077004684;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054044856;GC/Рефарминг 2100
Московский;Деловая Москва;25077063069;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054103924;GC/Рефарминг 2100
Барнаульский;г.Барнаул;25022103828;GC/Рефарминг 900
Барнаульский;г.Бийск;25022103829;GC/Рефарминг 900
Московский;г.Раменское;25077000312;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077004686;GC/Рефарминг 900
Московский;г.Реутов;25077000317;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054044861;GC/Рефарминг 2100
Московский;Спящая Москва Запад;25077000045;GC/Рефарминг 900
Новосибирский;Новосибирская область_RuR;25054044862;GC/Рефарминг 2100
Московский;г.Фрязино;25077004687;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054103925;GC/Рефарминг 2100
Московский;Спящая Москва Юг;25077000053;GC/Рефарминг 900
Московский;Московская обл_RuR_Восток;25077000558;GC/Рефарминг 900
Московский;Московская обл_RuR_Восток;25077000559;GC/Рефарминг 900
Московский;Московская агломерация;25077000334;GC/Рефарминг 900
Новосибирский;Новосибирская область_RuR;25054044863;GC/Рефарминг 2100
Московский;г.Пушкино;25077004688;GC/Рефарминг 900
Московский;Московская обл_RuR_Восток;25077000560;GC/Рефарминг 900
Московский;Московская обл_RuR_Юг;25077000564;GC/Рефарминг 900
Новосибирский;Новосибирская область_RuR;25054044864;GC/Рефарминг 2100
Московский;Московская обл_RuR_Юг;25077000565;GC/Рефарминг 900
Московский;Старая Москва;25077000220;GC/Рефарминг 900
Московский;Московская агломерация;25077000329;GC/Рефарминг 900
Новосибирский;г.Бердск+Искитим;25054044865;GC/Рефарминг 2100
Московский;г.Сергиев Посад+Хотьково;25077004689;GC/Рефарминг 900
Московский;Московская агломерация;25077004690;GC/Рефарминг 900
Московский;Московская обл_RuR_Юг;25077000566;GC/Рефарминг 900
Новосибирский;Новосибирская область_RuR;25054044866;GC/Рефарминг 2100
Московский;Старая Москва;25077100083;GC/Рефарминг 900
Московский;Спящая Москва Юг;25077000418;GC/Рефарминг 900
Московский;Спящая Москва Север;25077000609;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054044868;GC/Рефарминг 2100
Московский;Московская агломерация;25077000490;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000568;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000569;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000570;GC/Рефарминг 900
Московский;Деловая Москва;25077000432;GC/Рефарминг 900
Новосибирский;Новосибирская область_RuR;25054044870;GC/Рефарминг 2100
Московский;Спящая Москва Юг;25077004693;GC/Рефарминг 900
Московский;г.Химки;25077000323;GC/Рефарминг 900
Московский;Деловая Москва;25077000201;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000571;GC/Рефарминг 900
Московский;Спящая Москва Юг;25077000098;GC/Рефарминг 900
Новосибирский;Новосибирская область_RuR;25054044875;GC/Рефарминг 2100
Московский;Спящая Москва Юг;25077000096;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000849;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000574;GC/Рефарминг 900
Московский;д.п.Кокошкино;25077000499;GC/Рефарминг 900
Новосибирский;Новосибирская область_RuR;25054044876;GC/Рефарминг 2100
Московский;г.Люберцы;25077000275;GC/Рефарминг 900
Московский;Деловая Москва;25077100060;GC/Рефарминг 900
Новосибирский;Новосибирская область_RuR;25054044877;GC/Рефарминг 2100
Новосибирский;Новосибирская область_RuR;25054044878;GC/Рефарминг 2100
Московский;г.Химки;25077000124;GC/Рефарминг 900
Московский;Московская агломерация;25077000325;GC/Рефарминг 900
Казанский;г.Зеленодольск;25016109488;GC/Рефарминг 2100
Московский;г.Сергиев Посад+Хотьково;25077000518;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054044879;GC/Рефарминг 2100
Казанский;Республика Татарстан_RuR;25016109490;GC/Рефарминг 2100
Казанский;г.Зеленодольск;25016109492;GC/Рефарминг 2100
Московский;Московская обл_RuR_Север;25077000575;GC/Рефарминг 900
Московский;Спящая Москва Юг;25077000076;GC/Рефарминг 900
Московский;г.Химки;25077000494;GC/Рефарминг 900
Новосибирский;Новосибирская область_RuR;25054044882;GC/Рефарминг 2100
Московский;Московская обл_RuR_Запад;25077000525;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000577;GC/Рефарминг 900
Московский;Московская обл_RuR_Восток;25077000579;GC/Рефарминг 900
Новосибирский;Новосибирская область_RuR;25054044883;GC/Рефарминг 2100
Московский;г.Химки;25077000125;GC/Рефарминг 900
Московский;г.Щёлково;25077000273;GC/Рефарминг 900
Московский;Спящая Москва Запад;25077000242;GC/Рефарминг 900
Новосибирский;Новосибирская область_RuR;25054044884;GC/Рефарминг 2100
Казанский;г.Зеленодольск;25016109500;GC/Рефарминг 2100
Казанский;г.Зеленодольск;25016109500;GC/Рефарминг 2100
Московский;Московская агломерация;25077000580;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000581;GC/Рефарминг 900
Новосибирский;Новосибирская область_RuR;25054044886;GC/Рефарминг 2100
Московский;Старая Москва;25077000391;GC/Рефарминг 900
Московский;Московская агломерация;25077000449;GC/Рефарминг 900
Новосибирский;Новосибирская область_RuR;25054044887;GC/Рефарминг 2100
Московский;г.Королёв;25077000445;GC/Рефарминг 900
Московский;Московская агломерация;25077000485;GC/Рефарминг 900
Московский;Московская агломерация;25077000598;GC/Рефарминг 900
Московский;Московская обл_RuR_Восток;25077000582;GC/Рефарминг 900
Кемеровский;г.Кемерово;25042105760;GC/Рефарминг 2100
Московский;Московская агломерация;25077000629;GC/Рефарминг 900
Новосибирский;Новосибирская область_RuR;25054044892;GC/Рефарминг 2100
Московский;Спящая Москва Восток;25077000495;GC/Рефарминг 900
Московский;г.Подольск;25077000468;GC/Рефарминг 900
Московский;г.Химки;25077000430;GC/Рефарминг 900
Московский;Московская обл_RuR_Восток;25077000608;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000590;GC/Рефарминг 900
Московский;Московская обл_RuR_Юг;25077000443;GC/Рефарминг 900
Новосибирский;Новосибирская область_RuR;25054044893;GC/Рефарминг 2100
Московский;Московская обл_RuR_Юг;25077000626;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000611;GC/Рефарминг 900
Московский;г.Серпухов+Протвино;25077000592;GC/Рефарминг 900
Московский;Московская обл_RuR_Юг;25077000588;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000594;GC/Рефарминг 900
Московский;Деловая Москва;25077000617;GC/Рефарминг 900
Московский;Московская обл_RuR_Юг;25077000583;GC/Рефарминг 900
Московский;Московская обл_RuR_Восток;25077000584;GC/Рефарминг 900
Новосибирский;Новосибирская область_RuR;25054044895;GC/Рефарминг 2100
Московский;Спящая Москва Север;25077000622;GC/Рефарминг 900
Московский;Московская обл_RuR_Юг;25077000593;GC/Рефарминг 900
Московский;г.Мытищи;25077000605;GC/Рефарминг 900
Московский;Московская агломерация;25077000630;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000854;GC/Рефарминг 900
Московский;г.Балашиха;25077000675;GC/Рефарминг 900
Московский;г.Зеленоград;25077000805;GC/Рефарминг 900
Московский;Московская обл_RuR_Восток;25077100378;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000669;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000853;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000888;GC/Рефарминг 900
Новосибирский;Новосибирская область_RuR;25054044899;GC/Рефарминг 2100
Московский;Московская агломерация;25077000889;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054045401;GC/Рефарминг 2100
Московский;Московская обл_RuR_Запад;25077000884;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000834;GC/Рефарминг 900
Московский;г.Мытищи;25077000672;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000673;GC/Рефарминг 900
Московский;Московская агломерация;25077000815;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000833;GC/Рефарминг 900
Московский;Московская обл_RuR_Юг;25077000858;GC/Рефарминг 900
Московский;Московская агломерация;25077000635;GC/Рефарминг 900
Новосибирский;г.Новосибирск;25054045402;GC/Рефарминг 2100
Московский;Московская агломерация;25077000823;GC/Рефарминг 900
Московский;Московская агломерация;25077000681;GC/Рефарминг 900
Московский;г.Орехово-Зуево;25077000685;GC/Рефарминг 900
Московский;г.Мытищи;25077000803;GC/Рефарминг 900
Московский;Московская обл_RuR_Юг;25077000857;GC/Рефарминг 900
Московский;Московская обл_RuR_Запад;25077000676;GC/Рефарминг 900
Московский;г.Сергиев Посад+Хотьково;25077000877;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000882;GC/Рефарминг 900
Московский;Московская обл_RuR_Север;25077000682;GC/Рефарминг 900
Московский;Московская обл_RuR_Восток;25077000686;GC/Рефарминг 900
Московский;Московская обл_RuR_Восток;25077000870;GC/Рефарминг 900
Новосибирский;Новосибирская область_RuR;25054045407;GC/Рефарминг 2100
Московский;VIP Запад;25077000613;GC/Рефарминг 900
Московский;г.Жуковский;25077000678;GC/Рефарминг 900
